id,date,sales,payout,terminal_id,agent_id,game_id,created_at,updated_at
25389,2010-04-23,100,0,232001,5,50,"2016-06-06 11:27:43.449037","2016-06-06 11:27:43.449037"
25390,2010-04-23,30,0,233001,5,2,"2016-06-06 11:27:43.561854","2016-06-06 11:27:43.561854"
25391,2010-04-23,50,0,233001,5,50,"2016-06-06 11:27:43.661865","2016-06-06 11:27:43.661865"
25392,2010-04-23,270,30,600001,5,1,"2016-06-06 11:27:43.760430","2016-06-06 11:27:43.760430"
25393,2010-04-23,540,0,600001,5,2,"2016-06-06 11:27:43.860419","2016-06-06 11:27:43.860419"
25394,2010-04-23,1000,260,600001,5,50,"2016-06-06 11:27:43.965092","2016-06-06 11:27:43.965092"
25395,2010-04-23,240,0,625002,5,1,"2016-06-06 11:27:44.076457","2016-06-06 11:27:44.076457"
25396,2010-04-23,15,0,625002,5,2,"2016-06-06 11:27:44.177569","2016-06-06 11:27:44.177569"
25397,2010-04-23,200,0,625002,5,50,"2016-06-06 11:27:44.271588","2016-06-06 11:27:44.271588"
25398,2010-04-23,1290,460,633003,5,1,"2016-06-06 11:27:44.371579","2016-06-06 11:27:44.371579"
25399,2010-04-23,510,0,633003,5,2,"2016-06-06 11:27:44.482160","2016-06-06 11:27:44.482160"
25400,2010-04-23,20,0,633003,5,15,"2016-06-06 11:27:44.604304","2016-06-06 11:27:44.604304"
25401,2010-04-23,2400,920,633003,5,50,"2016-06-06 11:27:44.725728","2016-06-06 11:27:44.725728"
25402,2010-04-23,2340,780,700003,5,1,"2016-06-06 11:27:44.848864","2016-06-06 11:27:44.848864"
25403,2010-04-23,1995,0,700003,5,2,"2016-06-06 11:27:44.971030","2016-06-06 11:27:44.971030"
25404,2010-04-23,280,0,700003,5,15,"2016-06-06 11:27:45.092747","2016-06-06 11:27:45.092747"
25405,2010-04-23,1850,590,700003,5,50,"2016-06-06 11:27:45.214090","2016-06-06 11:27:45.214090"
25406,2010-04-23,2190,800,750003,5,1,"2016-06-06 11:27:45.326014","2016-06-06 11:27:45.326014"
25407,2010-04-23,900,0,750003,5,2,"2016-06-06 11:27:45.436483","2016-06-06 11:27:45.436483"
25408,2010-04-23,240,0,750003,5,15,"2016-06-06 11:27:45.547550","2016-06-06 11:27:45.547550"
25409,2010-04-23,1150,260,750003,5,50,"2016-06-06 11:27:45.669211","2016-06-06 11:27:45.669211"
25410,2010-04-23,30,0,100036,6,1,"2016-06-06 11:27:45.811058","2016-06-06 11:27:45.811058"
25411,2010-04-23,15,0,100036,6,2,"2016-06-06 11:27:45.922104","2016-06-06 11:27:45.922104"
25412,2010-04-23,200,0,100036,6,50,"2016-06-06 11:27:46.031972","2016-06-06 11:27:46.031972"
25413,2010-04-23,30,0,750004,6,1,"2016-06-06 11:27:46.144416","2016-06-06 11:27:46.144416"
25414,2010-04-23,690,0,750004,6,2,"2016-06-06 11:27:46.254110","2016-06-06 11:27:46.254110"
25415,2010-04-23,20,0,750004,6,15,"2016-06-06 11:27:46.354030","2016-06-06 11:27:46.354030"
25416,2010-04-23,150,0,750004,6,50,"2016-06-06 11:27:46.454032","2016-06-06 11:27:46.454032"
25417,2010-04-23,300,0,240004,6,2,"2016-06-06 11:27:46.553255","2016-06-06 11:27:46.553255"
25418,2010-04-23,60,0,240004,6,15,"2016-06-06 11:27:46.651969","2016-06-06 11:27:46.651969"
25419,2010-04-23,30,0,200004,6,1,"2016-06-06 11:27:46.753264","2016-06-06 11:27:46.753264"
25420,2010-04-23,60,0,136001,6,2,"2016-06-06 11:27:46.852029","2016-06-06 11:27:46.852029"
25421,2010-04-23,90,0,221002,6,1,"2016-06-06 11:27:47.015984","2016-06-06 11:27:47.015984"
25422,2010-04-23,150,0,221002,6,50,"2016-06-06 11:27:47.153366","2016-06-06 11:27:47.153366"
25423,2010-04-23,60,0,130005,6,1,"2016-06-06 11:27:47.263001","2016-06-06 11:27:47.263001"
25424,2010-04-23,1290,170,123001,7,1,"2016-06-06 11:27:47.377994","2016-06-06 11:27:47.377994"
25425,2010-04-23,435,0,123001,7,2,"2016-06-06 11:27:47.489032","2016-06-06 11:27:47.489032"
25426,2010-04-23,750,0,123001,7,50,"2016-06-06 11:27:47.600071","2016-06-06 11:27:47.600071"
25427,2010-04-23,1710,610,120002,9,1,"2016-06-06 11:27:47.712844","2016-06-06 11:27:47.712844"
25428,2010-04-23,1545,0,120002,9,2,"2016-06-06 11:27:47.822498","2016-06-06 11:27:47.822498"
25429,2010-04-23,100,0,120002,9,15,"2016-06-06 11:27:47.935105","2016-06-06 11:27:47.935105"
25430,2010-04-23,350,100,120002,9,50,"2016-06-06 11:27:48.046161","2016-06-06 11:27:48.046161"
25431,2010-04-23,780,170,120003,9,1,"2016-06-06 11:27:48.145570","2016-06-06 11:27:48.145570"
25432,2010-04-23,690,0,120003,9,2,"2016-06-06 11:27:48.244773","2016-06-06 11:27:48.244773"
25433,2010-04-23,40,0,120003,9,15,"2016-06-06 11:27:48.382680","2016-06-06 11:27:48.382680"
25434,2010-04-23,400,50,120003,9,50,"2016-06-06 11:27:48.478009","2016-06-06 11:27:48.478009"
25435,2010-04-23,7770,2180,100026,11,1,"2016-06-06 11:27:48.590970","2016-06-06 11:27:48.590970"
25436,2010-04-23,4695,0,100026,11,2,"2016-06-06 11:27:48.700546","2016-06-06 11:27:48.700546"
25437,2010-04-23,620,0,100026,11,15,"2016-06-06 11:27:48.805451","2016-06-06 11:27:48.805451"
25438,2010-04-23,8050,1540,100026,11,50,"2016-06-06 11:27:48.915968","2016-06-06 11:27:48.915968"
25439,2010-04-23,120,30,100005,12,1,"2016-06-06 11:27:49.022631","2016-06-06 11:27:49.022631"
25440,2010-04-23,50,0,100005,12,50,"2016-06-06 11:27:49.134611","2016-06-06 11:27:49.134611"
25441,2010-04-23,210,30,100008,12,1,"2016-06-06 11:27:49.264486","2016-06-06 11:27:49.264486"
25442,2010-04-23,180,0,100008,12,2,"2016-06-06 11:27:49.390589","2016-06-06 11:27:49.390589"
25443,2010-04-23,20,0,100008,12,15,"2016-06-06 11:27:49.512857","2016-06-06 11:27:49.512857"
25444,2010-04-23,150,0,100008,12,50,"2016-06-06 11:27:49.660611","2016-06-06 11:27:49.660611"
25445,2010-04-23,30,0,140001,12,1,"2016-06-06 11:27:49.795113","2016-06-06 11:27:49.795113"
25446,2010-04-23,15,0,240002,12,2,"2016-06-06 11:27:49.904608","2016-06-06 11:27:49.904608"
25447,2010-04-23,600,0,633001,12,1,"2016-06-06 11:27:50.007722","2016-06-06 11:27:50.007722"
25448,2010-04-23,100,0,633001,12,50,"2016-06-06 11:27:50.131162","2016-06-06 11:27:50.131162"
25449,2010-04-23,120,60,700002,12,1,"2016-06-06 11:27:50.253353","2016-06-06 11:27:50.253353"
25450,2010-04-23,180,30,221001,13,1,"2016-06-06 11:27:50.375531","2016-06-06 11:27:50.375531"
25451,2010-04-23,495,0,221001,13,2,"2016-06-06 11:27:50.492736","2016-06-06 11:27:50.492736"
25452,2010-04-23,20,0,221001,13,15,"2016-06-06 11:27:50.614438","2016-06-06 11:27:50.614438"
25453,2010-04-23,300,60,221001,13,50,"2016-06-06 11:27:50.718282","2016-06-06 11:27:50.718282"
25454,2010-04-23,570,90,100027,14,1,"2016-06-06 11:27:50.837033","2016-06-06 11:27:50.837033"
25455,2010-04-23,1155,0,100027,14,2,"2016-06-06 11:27:50.948084","2016-06-06 11:27:50.948084"
25456,2010-04-23,250,50,100027,14,50,"2016-06-06 11:27:51.127081","2016-06-06 11:27:51.127081"
25457,2010-04-23,240,0,100001,17,1,"2016-06-06 11:27:51.225295","2016-06-06 11:27:51.225295"
25458,2010-04-23,300,0,100001,17,50,"2016-06-06 11:27:51.336961","2016-06-06 11:27:51.336961"
25459,2010-04-23,210,60,100004,17,1,"2016-06-06 11:27:51.447042","2016-06-06 11:27:51.447042"
25460,2010-04-23,240,0,120001,17,1,"2016-06-06 11:27:51.558036","2016-06-06 11:27:51.558036"
25461,2010-04-23,300,0,120001,17,50,"2016-06-06 11:27:51.670913","2016-06-06 11:27:51.670913"
25462,2010-04-23,570,260,130001,17,1,"2016-06-06 11:27:51.764284","2016-06-06 11:27:51.764284"
25463,2010-04-23,120,0,130001,17,2,"2016-06-06 11:27:51.870400","2016-06-06 11:27:51.870400"
25464,2010-04-23,50,0,130001,17,50,"2016-06-06 11:27:51.980492","2016-06-06 11:27:51.980492"
25465,2010-04-23,690,260,143001,17,1,"2016-06-06 11:27:52.085718","2016-06-06 11:27:52.085718"
25466,2010-04-23,250,100,143001,17,50,"2016-06-06 11:27:52.186130","2016-06-06 11:27:52.186130"
25467,2010-04-23,210,60,200001,17,1,"2016-06-06 11:27:52.349798","2016-06-06 11:27:52.349798"
25468,2010-04-23,250,60,200001,17,50,"2016-06-06 11:27:52.438098","2016-06-06 11:27:52.438098"
25469,2010-04-23,390,0,240001,17,1,"2016-06-06 11:27:52.527411","2016-06-06 11:27:52.527411"
25470,2010-04-23,435,0,240001,17,2,"2016-06-06 11:27:52.616322","2016-06-06 11:27:52.616322"
25471,2010-04-23,80,0,240001,17,15,"2016-06-06 11:27:52.729913","2016-06-06 11:27:52.729913"
25472,2010-04-23,250,0,240001,17,50,"2016-06-06 11:27:52.842103","2016-06-06 11:27:52.842103"
25473,2010-04-23,840,450,625001,17,1,"2016-06-06 11:27:52.927173","2016-06-06 11:27:52.927173"
25474,2010-04-23,45,0,625001,17,2,"2016-06-06 11:27:53.072697","2016-06-06 11:27:53.072697"
25475,2010-04-23,20,0,625001,17,15,"2016-06-06 11:27:53.185081","2016-06-06 11:27:53.185081"
25476,2010-04-23,250,80,625001,17,50,"2016-06-06 11:27:53.296187","2016-06-06 11:27:53.296187"
25477,2010-04-23,180,60,700001,17,1,"2016-06-06 11:27:53.474071","2016-06-06 11:27:53.474071"
25478,2010-04-23,45,0,700001,17,2,"2016-06-06 11:27:53.608687","2016-06-06 11:27:53.608687"
25479,2010-04-23,30,0,750001,17,2,"2016-06-06 11:27:53.735573","2016-06-06 11:27:53.735573"
25480,2010-04-23,50,0,750001,17,50,"2016-06-06 11:27:53.857860","2016-06-06 11:27:53.857860"
25481,2010-04-23,30,0,200002,18,1,"2016-06-06 11:27:53.981662","2016-06-06 11:27:53.981662"
25482,2010-04-23,15,0,200002,18,2,"2016-06-06 11:27:54.090735","2016-06-06 11:27:54.090735"
25483,2010-04-23,6200,0,100041,19,50,"2016-06-06 11:27:54.197676","2016-06-06 11:27:54.197676"
25484,2010-04-23,60,0,100042,19,1,"2016-06-06 11:27:54.296374","2016-06-06 11:27:54.296374"
25485,2010-04-23,240,0,100042,19,2,"2016-06-06 11:27:54.396721","2016-06-06 11:27:54.396721"
25486,2010-04-23,20,0,100042,19,15,"2016-06-06 11:27:54.496433","2016-06-06 11:27:54.496433"
25487,2010-04-23,100,30,100042,19,50,"2016-06-06 11:27:54.596843","2016-06-06 11:27:54.596843"
25488,2010-04-23,120,0,200006,19,2,"2016-06-06 11:27:54.707942","2016-06-06 11:27:54.707942"
25489,2010-04-23,20,0,200006,19,15,"2016-06-06 11:27:54.824642","2016-06-06 11:27:54.824642"
25490,2010-04-23,30,0,633005,19,1,"2016-06-06 11:27:55.260191","2016-06-06 11:27:55.260191"
25491,2010-04-23,240,0,633005,19,2,"2016-06-06 11:27:55.482886","2016-06-06 11:27:55.482886"
25492,2010-04-23,20,0,633005,19,15,"2016-06-06 11:27:55.716415","2016-06-06 11:27:55.716415"
25493,2010-04-23,100,0,633005,19,50,"2016-06-06 11:27:55.905031","2016-06-06 11:27:55.905031"
25494,2010-04-23,960,260,700005,19,1,"2016-06-06 11:27:56.105028","2016-06-06 11:27:56.105028"
25495,2010-04-23,30,0,240006,19,1,"2016-06-06 11:27:56.330094","2016-06-06 11:27:56.330094"
25496,2010-04-23,60,0,100046,20,1,"2016-06-06 11:27:56.585791","2016-06-06 11:27:56.585791"
25497,2010-04-23,90,0,100047,20,1,"2016-06-06 11:27:56.796877","2016-06-06 11:27:56.796877"
25498,2010-04-23,240,130,625004,20,1,"2016-06-06 11:27:57.030084","2016-06-06 11:27:57.030084"
25499,2010-04-23,180,0,625004,20,2,"2016-06-06 11:27:57.260822","2016-06-06 11:27:57.260822"
25500,2010-04-23,15,0,600003,20,2,"2016-06-06 11:27:57.494013","2016-06-06 11:27:57.494013"
25501,2010-04-23,1050,270,750005,20,1,"2016-06-06 11:27:57.705125","2016-06-06 11:27:57.705125"
25502,2010-04-23,195,0,750005,20,2,"2016-06-06 11:27:58.005436","2016-06-06 11:27:58.005436"
25503,2010-04-23,850,240,750005,20,50,"2016-06-06 11:27:58.238708","2016-06-06 11:27:58.238708"
25504,2010-04-23,120,0,143004,20,1,"2016-06-06 11:27:58.574329","2016-06-06 11:27:58.574329"
25505,2010-04-23,45,0,143004,20,2,"2016-06-06 11:27:58.863031","2016-06-06 11:27:58.863031"
25506,2010-04-23,100,0,143004,20,50,"2016-06-06 11:27:59.015915","2016-06-06 11:27:59.015915"
25507,2010-04-23,1080,290,130007,22,1,"2016-06-06 11:27:59.305435","2016-06-06 11:27:59.305435"
25508,2010-04-23,960,0,130007,22,2,"2016-06-06 11:27:59.549359","2016-06-06 11:27:59.549359"
25509,2010-04-23,80,0,130007,22,15,"2016-06-06 11:27:59.763658","2016-06-06 11:27:59.763658"
25510,2010-04-23,300,60,130007,22,50,"2016-06-06 11:27:59.996950","2016-06-06 11:27:59.996950"
25511,2010-04-23,330,140,100049,23,1,"2016-06-06 11:28:00.241590","2016-06-06 11:28:00.241590"
25512,2010-04-23,1890,0,100049,23,2,"2016-06-06 11:28:00.460905","2016-06-06 11:28:00.460905"
25513,2010-04-23,150,0,100049,23,50,"2016-06-06 11:28:00.913640","2016-06-06 11:28:00.913640"
25514,2010-04-23,2280,0,120011,42,1,"2016-06-06 11:28:01.227840","2016-06-06 11:28:01.227840"
25515,2010-04-23,60,0,120011,42,2,"2016-06-06 11:28:01.363661","2016-06-06 11:28:01.363661"
25516,2010-04-23,100,0,120011,42,50,"2016-06-06 11:28:01.574285","2016-06-06 11:28:01.574285"
25517,2010-04-24,960,240,100028,5,1,"2016-06-06 11:28:01.840992","2016-06-06 11:28:01.840992"
25518,2010-04-24,1110,0,100028,5,2,"2016-06-06 11:28:02.185963","2016-06-06 11:28:02.185963"
25519,2010-04-24,20,0,100028,5,15,"2016-06-06 11:28:02.363421","2016-06-06 11:28:02.363421"
25520,2010-04-24,1000,260,100028,5,50,"2016-06-06 11:28:02.516056","2016-06-06 11:28:02.516056"
25521,2010-04-24,1080,180,100029,5,1,"2016-06-06 11:28:02.674370","2016-06-06 11:28:02.674370"
25522,2010-04-24,945,0,100029,5,2,"2016-06-06 11:28:02.829889","2016-06-06 11:28:02.829889"
25523,2010-04-24,320,0,100029,5,15,"2016-06-06 11:28:03.016054","2016-06-06 11:28:03.016054"
25524,2010-04-24,1550,620,100029,5,50,"2016-06-06 11:28:03.338315","2016-06-06 11:28:03.338315"
25525,2010-04-24,660,150,100030,5,1,"2016-06-06 11:28:03.496709","2016-06-06 11:28:03.496709"
25526,2010-04-24,1650,0,100030,5,2,"2016-06-06 11:28:03.685549","2016-06-06 11:28:03.685549"
25527,2010-04-24,80,0,100030,5,15,"2016-06-06 11:28:03.838323","2016-06-06 11:28:03.838323"
25528,2010-04-24,800,210,100030,5,50,"2016-06-06 11:28:04.016079","2016-06-06 11:28:04.016079"
25529,2010-04-24,1560,510,100031,5,1,"2016-06-06 11:28:04.186071","2016-06-06 11:28:04.186071"
25530,2010-04-24,2640,0,100031,5,2,"2016-06-06 11:28:04.330207","2016-06-06 11:28:04.330207"
25531,2010-04-24,200,0,100031,5,15,"2016-06-06 11:28:04.493943","2016-06-06 11:28:04.493943"
25532,2010-04-24,1600,320,100031,5,50,"2016-06-06 11:28:04.671803","2016-06-06 11:28:04.671803"
25533,2010-04-24,1740,230,100032,5,1,"2016-06-06 11:28:04.852249","2016-06-06 11:28:04.852249"
25534,2010-04-24,4380,0,100032,5,2,"2016-06-06 11:28:05.007701","2016-06-06 11:28:05.007701"
25535,2010-04-24,220,0,100032,5,15,"2016-06-06 11:28:05.224985","2016-06-06 11:28:05.224985"
25536,2010-04-24,2050,530,100032,5,50,"2016-06-06 11:28:05.541723","2016-06-06 11:28:05.541723"
25537,2010-04-24,690,0,100033,5,1,"2016-06-06 11:28:05.849925","2016-06-06 11:28:05.849925"
25538,2010-04-24,765,0,100033,5,2,"2016-06-06 11:28:06.059609","2016-06-06 11:28:06.059609"
25539,2010-04-24,140,0,100033,5,15,"2016-06-06 11:28:06.163488","2016-06-06 11:28:06.163488"
25540,2010-04-24,120,0,100034,5,1,"2016-06-06 11:28:06.352939","2016-06-06 11:28:06.352939"
25541,2010-04-24,30,0,100034,5,2,"2016-06-06 11:28:06.552915","2016-06-06 11:28:06.552915"
25542,2010-04-24,20,0,100034,5,15,"2016-06-06 11:28:06.741712","2016-06-06 11:28:06.741712"
25543,2010-04-24,100,0,100034,5,50,"2016-06-06 11:28:07.007892","2016-06-06 11:28:07.007892"
25544,2010-04-24,1020,250,100035,5,1,"2016-06-06 11:28:07.185217","2016-06-06 11:28:07.185217"
25545,2010-04-24,300,0,100035,5,2,"2016-06-06 11:28:07.418531","2016-06-06 11:28:07.418531"
25546,2010-04-24,20,0,100035,5,15,"2016-06-06 11:28:07.660273","2016-06-06 11:28:07.660273"
25547,2010-04-24,300,0,100035,5,50,"2016-06-06 11:28:07.776137","2016-06-06 11:28:07.776137"
25548,2010-04-24,1260,520,120004,5,1,"2016-06-06 11:28:07.891411","2016-06-06 11:28:07.891411"
25549,2010-04-24,200,30,120004,5,50,"2016-06-06 11:28:08.009988","2016-06-06 11:28:08.009988"
25550,2010-04-24,210,160,123002,5,1,"2016-06-06 11:28:08.122155","2016-06-06 11:28:08.122155"
25551,2010-04-24,150,0,123002,5,2,"2016-06-06 11:28:08.248503","2016-06-06 11:28:08.248503"
25552,2010-04-24,570,170,130004,5,1,"2016-06-06 11:28:08.379759","2016-06-06 11:28:08.379759"
25553,2010-04-24,570,0,130004,5,2,"2016-06-06 11:28:08.488793","2016-06-06 11:28:08.488793"
25554,2010-04-24,60,0,130004,5,15,"2016-06-06 11:28:08.651512","2016-06-06 11:28:08.651512"
25555,2010-04-24,200,110,130004,5,50,"2016-06-06 11:28:08.766658","2016-06-06 11:28:08.766658"
25556,2010-04-24,1080,820,133001,5,1,"2016-06-06 11:28:08.893684","2016-06-06 11:28:08.893684"
25557,2010-04-24,555,0,133001,5,2,"2016-06-06 11:28:09.030713","2016-06-06 11:28:09.030713"
25558,2010-04-24,300,30,133001,5,50,"2016-06-06 11:28:09.147215","2016-06-06 11:28:09.147215"
25559,2010-04-24,2820,1610,140002,5,1,"2016-06-06 11:28:09.241790","2016-06-06 11:28:09.241790"
25560,2010-04-24,750,0,140002,5,2,"2016-06-06 11:28:09.347572","2016-06-06 11:28:09.347572"
25561,2010-04-24,80,0,140002,5,15,"2016-06-06 11:28:09.436112","2016-06-06 11:28:09.436112"
25562,2010-04-24,600,190,140002,5,50,"2016-06-06 11:28:09.536490","2016-06-06 11:28:09.536490"
25563,2010-04-24,1320,470,143002,5,1,"2016-06-06 11:28:09.654018","2016-06-06 11:28:09.654018"
25564,2010-04-24,2325,0,143002,5,2,"2016-06-06 11:28:09.763960","2016-06-06 11:28:09.763960"
25565,2010-04-24,40,0,143002,5,15,"2016-06-06 11:28:09.881869","2016-06-06 11:28:09.881869"
25566,2010-04-24,1400,370,143002,5,50,"2016-06-06 11:28:09.992513","2016-06-06 11:28:09.992513"
25567,2010-04-24,360,180,144001,5,1,"2016-06-06 11:28:10.117582","2016-06-06 11:28:10.117582"
25568,2010-04-24,330,0,144001,5,2,"2016-06-06 11:28:10.297511","2016-06-06 11:28:10.297511"
25569,2010-04-24,200,50,144001,5,50,"2016-06-06 11:28:10.427058","2016-06-06 11:28:10.427058"
25570,2010-04-24,1770,700,200003,5,1,"2016-06-06 11:28:10.563125","2016-06-06 11:28:10.563125"
25571,2010-04-24,930,0,200003,5,2,"2016-06-06 11:28:10.763175","2016-06-06 11:28:10.763175"
25572,2010-04-24,160,0,200003,5,15,"2016-06-06 11:28:10.957623","2016-06-06 11:28:10.957623"
25573,2010-04-24,400,30,200003,5,50,"2016-06-06 11:28:11.118587","2016-06-06 11:28:11.118587"
25574,2010-04-24,210,0,230001,5,1,"2016-06-06 11:28:11.282537","2016-06-06 11:28:11.282537"
25575,2010-04-24,360,0,230001,5,2,"2016-06-06 11:28:11.449108","2016-06-06 11:28:11.449108"
25576,2010-04-24,80,0,230001,5,15,"2016-06-06 11:28:11.635732","2016-06-06 11:28:11.635732"
25577,2010-04-24,780,190,230002,5,1,"2016-06-06 11:28:11.815886","2016-06-06 11:28:11.815886"
25578,2010-04-24,1455,0,230002,5,2,"2016-06-06 11:28:12.215901","2016-06-06 11:28:12.215901"
25579,2010-04-24,500,200,230002,5,50,"2016-06-06 11:28:12.449334","2016-06-06 11:28:12.449334"
